l0_x,l0_y,l0_z,l1_x,l1_y,l1_z,l2_x,l2_y,l2_z,l3_x,l3_y,l3_z,l4_x,l4_y,l4_z,l5_x,l5_y,l5_z,l6_x,l6_y,l6_z,l7_x,l7_y,l7_z,l8_x,l8_y,l8_z,l9_x,l9_y,l9_z,l10_x,l10_y,l10_z,l11_x,l11_y,l11_z,l12_x,l12_y,l12_z,l13_x,l13_y,l13_z,l14_x,l14_y,l14_z,l15_x,l15_y,l15_z,l16_x,l16_y,l16_z,l17_x,l17_y,l17_z,l18_x,l18_y,l18_z,l19_x,l19_y,l19_z,l20_x,l20_y,l20_z,label,session_id
0.0,0.0,0.0,-0.2602297418902691,0.2422480142958984,-0.04478666880988599,-0.45902678911262057,0.5706945268038448,-0.09902654258356554,-0.4716382383067811,0.9394398632919724,-0.14201585984681706,-0.36018018887974507,1.1915419474177393,-0.18928063877420162,-0.3506104981032902,0.9643149860226153,-0.23554716091948294,-0.45528926628172944,1.6461377933624075,-0.31781150027850597,-0.5029872730964053,2.031489417504659,-0.3557721882366283,-0.5426821778278982,2.3442290217477155,-0.3746924785836249,-0.14936399788021593,0.9591768777076014,-0.24014602517704953,-0.07703134923544216,1.6482540679067703,-0.3226375800967338,-0.01168223610880213,2.079545961417401,-0.35361292120517207,0.044875526063484064,2.3932728479043432,-0.37507115342657454,0.034720988294077465,0.9010201359719654,-0.22800834573223497,0.08646838661305846,1.3471022974340654,-0.29073718131061166,0.04485805204146839,1.1713234384564466,-0.2499748695513559,0.014755106809608879,0.9607484741998655,-0.2050710414323967,0.1898253089553601,0.8140858109547937,-0.21705867336804308,0.17943934694316044,1.1424693530541348,-0.24287242544438373,0.1447990161775334,0.9911245043001775,-0.1841612963867944,0.12374899948568933,0.819186733698567,-0.12558054324499132,A,A_01
0.0,0.0,0.0,-0.25531184296277,0.21930387658930614,-0.05033709189905729,-0.4473140839985219,0.5779708367650059,-0.1021329301277685,-0.46846582846069207,0.9495573458461052,-0.14286517835210175,-0.3348519044462582,1.1420250979401267,-0.19039823075533577,-0.31680800981142515,0.9846176787084238,-0.24728074200606115,-0.4064944483232895,1.661447824887918,-0.33461010202524955,-0.45526040676435103,2.0374807975952822,-0.3758402449521298,-0.4953628614028638,2.3401670639430354,-0.3963244710573231,-0.12246449315839639,0.960162177765131,-0.2511792991167425,-0.021552867990906627,1.6486673412860313,-0.3379038867694924,0.05967185351187789,2.079688832252095,-0.3739126126609987,0.12720839385031363,2.3910831934616628,-0.39739847857049754,0.05405769214681629,0.8794655908082446,-0.23832528926823116,0.1351810792423901,1.2801705516015789,-0.31132408736324046,0.08832812624499718,1.1150511331704305,-0.2843918225841323,0.04698417811466095,0.9104771534915528,-0.24580311190478482,0.19970816409085776,0.7743484897391816,-0.22640651563636582,0.21359979808825244,1.0706425542394302,-0.26448539370457985,0.17322519098472594,0.9200839297016483,-0.21688237988940426,0.14009569998978227,0.7431131877409196,-0.16474245854945838,A,A_01
0.0,0.0,0.0,-0.23766124636722682,0.23449819862841206,-0.058503804593421124,-0.4356730710487594,0.5700422863141031,-0.12151439180588253,-0.46292522856054086,0.9153156900884809,-0.17418629078873257,-0.3282732660928724,1.1066704298359518,-0.23526074652247467,-0.3060177081087533,0.9752898546625107,-0.25884266362837904,-0.4008326449321537,1.6675195597141927,-0.3575378569127574,-0.45627645081283663,2.0441208343070074,-0.4023855437282617,-0.4975348706561519,2.351141808234813,-0.4220773828559842,-0.1119502393495979,0.9571287011543514,-0.2671549987107711,0.0005593505480726218,1.6593392310150132,-0.36830998448888586,0.08552040675401916,2.0735621950235674,-0.40869528443274983,0.15171725964216565,2.380892957775955,-0.4295185450357275,0.06591172602306306,0.8703524381960969,-0.25976125671981853,0.16349442696776648,1.2437445428591742,-0.3566020220829665,0.12112249801977946,1.0636890476221734,-0.335658177478018,0.07382146543328491,0.8602288336215974,-0.2928886934162497,0.21694269092563032,0.7577846979939237,-0.25239671968090416,0.24884470946783907,1.0423203683149103,-0.30977123249088157,0.21090371257648238,0.8807289792885443,-0.26408638031687964,0.16973000872737556,0.708769962088427,-0.20769412739378487,A,A_01
0.0,0.0,0.0,-0.22667489567528962,0.24500682444883962,-0.02776758560970389,-0.4024251800345052,0.5452874721180386,-0.07260579417435446,-0.45939894457998415,0.838381586294464,-0.11206605480328458,-0.3772229220579313,1.0596422844657944,-0.15592402758226415,-0.3133250596504666,0.9745754104912239,-0.2036420706957248,-0.4080036684520059,1.6143175415632975,-0.28729426379159234,-0.46726620282692727,1.980109191007127,-0.3291762682030913,-0.5110656509478733,2.2708331062821365,-0.34859200757682524,-0.14475987601442972,0.9655999049626738,-0.21601250387966517,-0.030923147772139354,1.62633402095858,-0.3001155418080417,0.04073738070184531,2.0230793839259054,-0.33438792780515814,0.09335043138712476,2.3150101687896334,-0.3540746994272489,0.018689524184928252,0.8910807623520554,-0.21203818011978467,0.12154041196048951,1.2271266822374587,-0.27690222672361264,0.09286328972487994,1.0791696604704595,-0.24554721831609597,0.05568100837938115,0.9009520672706224,-0.203561895297147,0.16242839266641443,0.7859017035831937,-0.20835323601890599,0.20252062905902865,1.0306130989014088,-0.23738283947442335,0.1717242017977216,0.8897867326129845,-0.18495809849297654,0.13623306616399627,0.7294698443378067,-0.1280770162306637,A,A_01
0.0,0.0,0.0,-0.2339007511467758,0.22210228286220515,-0.039201259693012636,-0.4214797470253957,0.5122025725457745,-0.08868980357521133,-0.4786991552678926,0.8225190981998511,-0.1322846245785346,-0.39752724650798144,1.066260050518783,-0.1803237172897576,-0.3330807922274124,0.9721578570982269,-0.2050661414999757,-0.40182022362357356,1.5852302435212904,-0.29261947691548157,-0.45439491120444825,1.9339011199894192,-0.34027215370915687,-0.4999039869536505,2.215361880963841,-0.36258099279652384,-0.15985353718345496,0.9635415173422278,-0.21455673144363244,-0.046664347618116046,1.5881428115753342,-0.29467509765016514,0.018894909873876903,1.9852039690096925,-0.33373806644533627,0.06464893559943811,2.2846655768866095,-0.3589934796090362,0.007407049176303285,0.8966046938787277,-0.21000159032994778,0.1219822451367091,1.2144196918232437,-0.2761680030272156,0.09398580442199586,1.0560661511761935,-0.25670163205506497,0.05590670026255373,0.8699119876410152,-0.2241505833060498,0.15456876587631596,0.8012138698970146,-0.20664094684308856,0.20109557901369077,1.0258927919555874,-0.23819844668092205,0.1705140586790502,0.8728021663609847,-0.1941350377943692,0.1340802151878035,0.7001489489656508,-0.14405884885701203,A,A_01
0.0,0.0,0.0,0.1600080193852798,0.03601320203306993,-0.2243202649935965,0.2276475114419105,0.2627302858158934,-0.36028594194716124,0.08193968049475721,0.4346087438990502,-0.4768413620566104,-0.07560203567163978,0.5692518413600226,-0.5865736459994212,0.1736830669046885,0.9422048706779784,-0.2832715167293375,0.2565993052788006,1.446303598388703,-0.44454233965414314,0.3208703021088535,1.7121179771813648,-0.5510873670817794,0.35822031386328257,1.971767991724898,-0.6197987348218273,-0.011346685349046173,0.9656988210077371,-0.25941673006160626,-0.08911090649113614,1.5384906621998071,-0.3971134143059244,-0.1349007702605389,1.831231601260406,-0.4860881332364452,-0.18630179532568258,2.116319959414111,-0.5473780657444507,-0.1632940557190981,0.840830429469665,-0.2535088921007215,-0.2588518628181966,1.1742141608027608,-0.44544916266835627,-0.20664018680624033,0.8054569133126781,-0.48978156326017297,-0.17374403433030566,0.5151963053742015,-0.48241498072669475,-0.2883960657995793,0.6232921804506678,-0.2629886298851547,-0.36890768776007915,0.7792825543947232,-0.43501060420914484,-0.30941094392160917,0.5106659220850873,-0.46022760369224236,-0.2591191123593976,0.2674732008313294,-0.4487796206957659,A,A_02
0.0,0.0,0.0,0.11768536418627783,0.12893371025133388,-0.1365851164029161,0.14885507977126675,0.38745521792362536,-0.22725266913223763,0.03644404090717901,0.5598127012715778,-0.31323404687605394,-0.09087446934552551,0.7164451042688837,-0.39343391380002796,0.09609023592562389,0.9710669026079135,-0.1661078479505475,0.18499980318239617,1.4135230113045658,-0.27410867184284005,0.24678362527953052,1.683021060058312,-0.34728147029978185,0.28515187227963246,1.937478521131737,-0.40277966381193164,-0.07518655127351422,0.9817051776400574,-0.1749340638706443,-0.16192921208055117,1.4491672671639195,-0.28189108206835806,-0.23820360460138423,1.7308110514060426,-0.3625625449096614,-0.30356160689719497,1.988484117462975,-0.42067332039076827,-0.1980176290089001,0.843778603695625,-0.19489948835934578,-0.3096611134325472,1.199016747206459,-0.33932610209198505,-0.2638316749831756,0.9339747546679027,-0.3647091421935386,-0.21332079905926382,0.7170408656887582,-0.3563665407124405,-0.3073046288800986,0.6159274701862023,-0.22446217809372276,-0.3837946946460094,0.781019242660276,-0.3580587640963078,-0.31612144744237963,0.5802168115092248,-0.3735467747384199,-0.2409352844894363,0.3897473189254188,-0.3633111493062421,A,A_02
0.0,0.0,0.0,0.11638055652385924,0.12312798867514142,-0.14617729926859319,0.14388763293640233,0.38853484436785546,-0.23620313679050686,-0.0066408510724656755,0.5728096750753522,-0.31911911076449356,-0.16541175378626022,0.6778235151192974,-0.395367446752611,0.09367818300869876,0.9544405640378761,-0.16348922442628527,0.16886566806016198,1.3803248457361594,-0.2673146320347855,0.21614557333362958,1.660120955134798,-0.3384293545230758,0.24320429403056218,1.9192979029577615,-0.39356763366949565,-0.0780872334441878,0.98335883895073,-0.16403590408963883,-0.15746224496382236,1.4340719515505413,-0.26689501373598185,-0.23513931540665617,1.7053530175971576,-0.33838313688053195,-0.2984025000720168,1.9652455215257443,-0.38882029414838937,-0.19942942479638248,0.8590171077364596,-0.17773118726093545,-0.29614214527107685,1.1782763221224355,-0.3198227409350229,-0.26187183762968586,0.9130498415539581,-0.34727230536150655,-0.21860201874336901,0.6975363799327413,-0.3379637600726258,-0.3027630083277157,0.6386011579805808,-0.2025521418439592,-0.3882177946837246,0.8032215646718374,-0.33178259621173195,-0.3322554371375735,0.6273656639391433,-0.3517269950672446,-0.25896651637009505,0.4516504223661527,-0.34477933909757047,A,A_02
0.0,0.0,0.0,0.11187102254572258,0.10195217204128912,-0.17121177537849458,0.12742911274112315,0.3726455342767629,-0.26891768286119583,-0.01350047946198685,0.5728868586738165,-0.35353146268758934,-0.15487189206516394,0.7326791059949808,-0.4312853516283208,0.07403602620079985,0.9614864262299799,-0.19256795437942753,0.13913791260923034,1.4135914544578758,-0.30441480613348504,0.17259825781886848,1.7108834534017558,-0.3783101768524914,0.18751305191910808,1.9777046652987302,-0.4327367526150286,-0.09760043334842891,0.9784138800324239,-0.1821549745960741,-0.19012426641013752,1.4635171596654575,-0.2947851137983202,-0.2676171177917155,1.7675431446626384,-0.37680466684843367,-0.3273513057890777,2.0555076997681403,-0.4327145567325885,-0.21719967766418583,0.8523471400692292,-0.18583632773095274,-0.3256804976305961,1.194287327505206,-0.3375605989870944,-0.3027040891198285,0.967512241293933,-0.37843824884187793,-0.2636649224598495,0.7792373288178738,-0.37737599235785585,-0.31667232495789904,0.6343941306596125,-0.20136210281876932,-0.41110018023736516,0.8077471183897349,-0.3358951388128858,-0.35937398699121903,0.632913682777932,-0.3616926964130059,-0.28794707803271413,0.4589661949398713,-0.35881198545959375,A,A_02
0.0,0.0,0.0,0.11060140334684423,0.13029113747953688,-0.14802700766311772,0.12212087365998953,0.4151985548174478,-0.23528252276748807,-0.02821907329595013,0.5983501862445998,-0.3144550208565072,-0.17481367401650863,0.7275060307098662,-0.38739758411195896,0.04677916101101325,0.9724227529112427,-0.16620560580024352,0.09627371525791151,1.410551689091512,-0.2701015551293243,0.12932978718618152,1.695740489423619,-0.34193955456259134,0.14358868320140317,1.9572838220170758,-0.39744580612593094,-0.1166349295795683,0.9790360882136837,-0.1669869191799676,-0.21287497184043805,1.4479295421390825,-0.26964779600047634,-0.29165766539366134,1.7274443391782508,-0.3470870471492288,-0.35930678531149407,1.9876852360538184,-0.40348583971697904,-0.22981889341936593,0.8441057034908959,-0.18035277494900248,-0.3536702423670026,1.1691146476396534,-0.3187195441086498,-0.31238769888128065,0.9409971701935141,-0.3510592901642676,-0.2600860286335493,0.7510338151112068,-0.3493211713128748,-0.3228907129381204,0.6176511487555163,-0.20496193425278594,-0.4202619337724155,0.7896123274152602,-0.3294460807593495,-0.3582859219553711,0.6229263783759216,-0.3488783610726354,-0.280521130738081,0.4567400842783723,-0.3450882552297346,A,A_02
0.0,0.0,0.0,0.10658200820208463,0.1443488228455006,-0.1433070187577195,0.11498565460843252,0.4199373909430359,-0.22815310466989833,-0.04096823868905192,0.5626513576833486,-0.3057444324056871,-0.20629587320434548,0.6674371786019606,-0.37849293442976806,0.02309252535683188,0.9782796751630455,-0.15745065960129973,0.06517251333256462,1.4130868417701015,-0.25900727786093136,0.09236021193860049,1.69846362026947,-0.3293574010002043,0.10043103080347308,1.961299479211292,-0.38526833699250057,-0.1404097514406143,0.9767312231295551,-0.16211483418931275,-0.23802113959846805,1.4332690826925498,-0.26310894331046875,-0.3140820511668981,1.69980574484031,-0.34307405071719965,-0.3786204988625179,1.9442181266102758,-0.40256110409533247,-0.2469864947350313,0.8297121627336418,-0.1795234470476827,-0.3864997889241302,1.1492375592496615,-0.3250870272762498,-0.3381860791225231,0.9374458339143199,-0.3711435146364621,-0.2799847304263056,0.757038650070124,-0.37912098811133566,-0.3307432783655176,0.5891887690450314,-0.20653845312485028,-0.431006259008032,0.7330067655790258,-0.3453272889041433,-0.35548272375870477,0.5674882425870802,-0.37786509419040326,-0.2665399349282023,0.40378184389641203,-0.3828804167756269,A,A_02
0.0,0.0,0.0,0.16746411242828146,0.1882966638242766,-0.12603213859824774,0.26852832962541956,0.49404577020288215,-0.20474504916570682,0.21473466662456184,0.6731334637779307,-0.28226192781232706,0.09069595515967029,0.7407006298304669,-0.35636864542200153,0.04634771156757151,1.0084048830828267,-0.1424493491079645,0.06408803324706219,1.4686722417703268,-0.2379167935282765,0.07089236981957653,1.754952745025915,-0.30727695121183696,0.06063399438654194,2.0094689962221217,-0.36206530014736454,-0.12105875063148666,0.9808645345567023,-0.15247801069140204,-0.19907472808998672,1.4445544000631043,-0.25736121720870725,-0.26791305243282076,1.732008246435803,-0.34467358677022025,-0.33249630700172617,1.992032728289651,-0.407455491156466,-0.2454533864176616,0.8347191549903602,-0.1747514565895444,-0.34905706694800986,1.185717747043862,-0.3284979420607784,-0.33741662237759307,0.9740465901889652,-0.3910788022466363,-0.30020822798645785,0.747961705465216,-0.40245382165002,-0.3487148235821386,0.6183658191759948,-0.20419654893595515,-0.46100386231388446,0.8281340795053868,-0.3486500259629346,-0.4468142241050713,0.725565396174051,-0.3960619622251718,-0.39791673361758856,0.574214303333111,-0.4069255553247669,A,A_02
